filename,slice,model,psnr,ssim,nmse,psnr_roi,nmse_roi
file1000007.h5,23,unet_roi_focus_l1_roi,23.255035202435796,[0.46851361],0.17024298,21.88252890571801,0.174643
file1000007.h5,23,unet_attention_gates_l1_roi_agate,23.397572621785013,[0.5362342],0.1647462,21.70102467981603,0.18209654
file1000007.h5,23,unet_full_attention_l1_roi_attn_agate,22.289384726887207,[0.38467029],0.21263473,22.14486983200175,0.1644058
file1000007.h5,24,unet_baseline_l1,22.950770133962695,[0.47658191],0.18272515,20.86984968702597,0.08760195
file1000007.h5,24,unet_cbam_l1_attn,24.05650927616767,[0.48987935],0.14165252,23.70423416796443,0.045611605
file1000007.h5,24,unet_roi_focus_l1_roi,23.405995308150615,[0.49350276],0.16454166,21.330269070970527,0.078790136
file1000007.h5,24,unet_attention_gates_l1_roi_agate,23.589390479637554,[0.5472232],0.15773797,21.08859512870444,0.08329889
file1000007.h5,24,unet_full_attention_l1_roi_attn_agate,22.611961516545186,[0.43641928],0.19755097,20.620257350291595,0.092783995
file1000007.h5,25,unet_baseline_l1,23.02515475080982,[0.50536458],0.17945595,19.94115484584154,0.09537124
file1000007.h5,25,unet_cbam_l1_attn,24.097457327270945,[0.51635942],0.14019342,23.43145955057207,0.04269597
file1000007.h5,25,unet_roi_focus_l1_roi,23.446755530450957,[0.49862659],0.16285376,21.23696207642036,0.07076796
file1000007.h5,25,unet_attention_gates_l1_roi_agate,23.714354262187936,[0.55043805],0.15312213,20.575756789636905,0.08240569
file1000007.h5,25,unet_full_attention_l1_roi_attn_agate,22.62825369756177,[0.45513714],0.19662917,19.723044763145097,0.100283265
file1000007.h5,26,unet_baseline_l1,23.358204610931,[0.52333883],0.16623586,19.004709868262946,0.12981726
file1000007.h5,26,unet_cbam_l1_attn,24.47314528188147,[0.51808603],0.12859695,22.08090622761324,0.0639312
file1000007.h5,26,unet_roi_focus_l1_roi,23.60179981388141,[0.48518147],0.15716842,20.367140129681182,0.0948614
file1000007.h5,26,unet_attention_gates_l1_roi_agate,23.899011127272416,[0.53199971],0.1467723,20.39635558694201,0.09422539
file1000007.h5,26,unet_full_attention_l1_roi_attn_agate,22.943883274445582,[0.46198919],0.18287605,20.194960919680906,0.0986978
file1000007.h5,27,unet_baseline_l1,23.660191391576113,[0.54607205],0.15499815,19.962186621453007,0.12914255
file1000007.h5,27,unet_cbam_l1_attn,24.880245827548656,[0.56434077],0.11703645,22.524528536486777,0.07158716
file1000007.h5,27,unet_roi_focus_l1_roi,24.04755890066772,[0.53354531],0.14177178,20.354233273883832,0.1179953
file1000007.h5,27,unet_attention_gates_l1_roi_agate,24.33392845256026,[0.57392258],0.13272502,21.431211800402984,0.092080325
file1000007.h5,27,unet_full_attention_l1_roi_attn_agate,23.291697201240463,[0.50616682],0.16872363,20.238247752483485,0.121189
file1000007.h5,28,unet_baseline_l1,23.887819862822543,[0.55960748],0.14708523,26.107342218250274,0.10200747
file1000007.h5,28,unet_cbam_l1_attn,25.089352658703117,[0.58673377],0.111536175,26.983781778071453,0.083365835
file1000007.h5,28,unet_roi_focus_l1_roi,24.30049413501813,[0.5573464],0.13375242,25.27700563721099,0.12349964
file1000007.h5,28,unet_attention_gates_l1_roi_agate,24.591677566210496,[0.58424399],0.12507868,25.507278059715613,0.117121994
file1000007.h5,28,unet_full_attention_l1_roi_attn_agate,23.705371466994897,[0.54818856],0.15339597,25.984499811656924,0.104934
file1000017.h5,12,unet_baseline_l1,24.132401463772645,[0.55337951],0.13961293,23.61947723993353,0.033088904
file1000017.h5,12,unet_cbam_l1_attn,24.24722037828769,[0.49701285],0.1359702,27.38709195968844,0.013896996
file1000017.h5,12,unet_roi_focus_l1_roi,24.519277575027786,[0.56088158],0.12771386,25.311368319432216,0.022412654
file1000017.h5,12,unet_attention_gates_l1_roi_agate,24.68649459619948,[0.57680967],0.12288995,24.608450547138357,0.02635027
file1000017.h5,12,unet_full_attention_l1_roi_attn_agate,23.384631016978126,[0.43976918],0.16584511,25.78699800656004,0.020087704
file1000017.h5,15,unet_baseline_l1,24.867844436465756,[0.54426822],0.11832423,26.341998409809285,0.024541514
file1000017.h5,15,unet_cbam_l1_attn,25.76645562154885,[0.52317309],0.09620833,29.02045509860056,0.013245114
file1000017.h5,15,unet_roi_focus_l1_roi,24.83769703521844,[0.49066442],0.11914845,25.386813863411128,0.030578755
file1000017.h5,15,unet_attention_gates_l1_roi_agate,25.244100027107713,[0.55372431],0.10850461,26.008592713589085,0.02649976
file1000017.h5,15,unet_full_attention_l1_roi_attn_agate,24.116047624714657,[0.40037608],0.1406868,26.384354659006704,0.02430333
file1000017.h5,16,unet_baseline_l1,24.90825742229849,[0.50539182],0.11668988,24.513214510006563,0.08711172
file1000017.h5,16,unet_cbam_l1_attn,25.522853681833958,[0.47085518],0.10129163,27.065371283132702,0.048401736
file1000017.h5,16,unet_roi_focus_l1_roi,25.052193641352595,[0.45441929],0.11288587,24.620821121923512,0.08497985
file1000017.h5,16,unet_attention_gates_l1_roi_agate,25.417620000732498,[0.51119666],0.10377601,24.50759667991879,0.08722449
file1000017.h5,16,unet_full_attention_l1_roi_attn_agate,24.119294865055462,[0.37063972],0.139936,25.428828681829536,0.07055295
file1000017.h5,19,unet_baseline_l1,24.89895997564449,[0.60798972],0.1169219,21.100864372780187,0.0821952
file1000017.h5,19,unet_cbam_l1_attn,25.83856080843352,[0.61163633],0.09417504,24.856070700585732,0.034619905
file1000017.h5,19,unet_roi_focus_l1_roi,24.931608527894724,[0.54497768],0.116046235,23.666455801422117,0.045528915
file1000017.h5,19,unet_attention_gates_l1_roi_agate,25.410404192963668,[0.62497917],0.10393253,23.829354298977048,0.043852814
file1000017.h5,19,unet_full_attention_l1_roi_attn_agate,24.520822875537498,[0.49660286],0.12755856,22.34641132640926,0.061700944
file1000017.h5,20,unet_baseline_l1,25.081679922390183,[0.70339427],0.11186109,18.820019032652098,0.22864364
file1000017.h5,20,unet_cbam_l1_attn,25.958577547582156,[0.70004561],0.091409065,20.626857912732316,0.15082568
file1000017.h5,20,unet_roi_focus_l1_roi,25.066572922608227,[0.62879536],0.11225087,19.667382279696028,0.18811475
file1000017.h5,20,unet_attention_gates_l1_roi_agate,25.50182464263827,[0.69764476],0.1015464,21.408455585527292,0.12598403
file1000017.h5,20,unet_full_attention_l1_roi_attn_agate,24.63799005806503,[0.58233052],0.123893365,20.366329701564784,0.16015041
file1000017.h5,21,unet_baseline_l1,24.801241682685927,[0.71752501],0.11954894,24.969083634951982,0.09507075
file1000017.h5,21,unet_cbam_l1_attn,25.597349888291166,[0.71793596],0.09952559,26.87619739924326,0.061282374
file1000017.h5,21,unet_roi_focus_l1_roi,24.76435358997609,[0.66782493],0.120568655,24.581094189066512,0.103955105
file1000017.h5,21,unet_attention_gates_l1_roi_agate,25.314086743365568,[0.72589438],0.10623342,25.49574905094998,0.08421325
file1000017.h5,21,unet_full_attention_l1_roi_attn_agate,24.626161987878877,[0.65774003],0.12446682,24.348339976461194,0.10967845
file1000017.h5,22,unet_baseline_l1,24.982571505473214,[0.75064398],0.11476542,26.71031720363824,0.08840633
file1000017.h5,22,unet_cbam_l1_attn,25.83257667619653,[0.75350597],0.094364926,28.2760481075151,0.06164676
file1000017.h5,22,unet_roi_focus_l1_roi,25.05463437581635,[0.73040097],0.11287683,25.733895414050323,0.11069436
file1000017.h5,22,unet_attention_gates_l1_roi_agate,25.469732942171248,[0.75913074],0.102587625,26.42119795821435,0.09449205
file1000017.h5,22,unet_full_attention_l1_roi_attn_agate,24.657521551748204,[0.67820051],0.12368475,26.149643324743362,0.100589044
file1000026.h5,8,unet_baseline_l1,24.755034620128633,[0.62793998],0.12045264,17.82571740625205,0.11119824
file1000026.h5,8,unet_cbam_l1_attn,24.55611822734959,[0.61585908],0.12609793,18.499125899686668,0.09522634
file1000026.h5,8,unet_roi_focus_l1_roi,24.905014423409607,[0.64054398],0.11636392,18.481357169402337,0.09561675
file1000026.h5,8,unet_attention_gates_l1_roi_agate,25.21999560593857,[0.63543442],0.10822316,19.96694731046931,0.067916445
file1000026.h5,8,unet_full_attention_l1_roi_attn_agate,23.9550747705006,[0.55529654],0.14481457,19.159697676777256,0.081789955
file1000026.h5,9,unet_baseline_l1,24.469349768732794,[0.5678901],0.12864296,17.632873375642202,0.085791335
file1000026.h5,9,unet_cbam_l1_attn,25.012379391180843,[0.61026211],0.113522805,18.486220117155398,0.07048696
file1000026.h5,9,unet_roi_focus_l1_roi,24.47231242671663,[0.56483843],0.12855524,17.449100109210704,0.089499526
file1000026.h5,9,unet_attention_gates_l1_roi_agate,24.902903587376105,[0.58217223],0.11642083,17.839915792178516,0.08179735
file1000026.h5,9,unet_full_attention_l1_roi_attn_agate,23.876462544471487,[0.51500909],0.14746018,18.01972176294933,0.07847993
file1000026.h5,10,unet_baseline_l1,25.272216633646707,[0.61908282],0.10708236,22.471376529050456,0.030427996
file1000026.h5,10,unet_cbam_l1_attn,25.668371645741455,[0.65325594],0.09774677,22.85138361035486,0.027878705
file1000026.h5,10,unet_roi_focus_l1_roi,25.10755284447854,[0.59110115],0.111220345,21.23181307849522,0.04047899
file1000026.h5,10,unet_attention_gates_l1_roi_agate,25.339534562117386,[0.60152732],0.10543533,22.28890137416963,0.031733707
file1000026.h5,10,unet_full_attention_l1_roi_attn_agate,24.29666230099414,[0.53210217],0.13405204,21.6487521735872,0.036773562
file1000026.h5,11,unet_baseline_l1,25.508460989340193,[0.61297419],0.101432614,22.413510037784945,0.026572717
file1000026.h5,11,unet_cbam_l1_attn,25.785868011337,[0.62918596],0.09515618,22.935447766602497,0.023563633
file1000026.h5,11,unet_roi_focus_l1_roi,25.247666106878906,[0.56608907],0.10771028,21.400165371383906,0.033556025
file1000026.h5,11,unet_attention_gates_l1_roi_agate,25.53171292255261,[0.58230863],0.10089103,22.81158702133016,0.024245342
file1000026.h5,11,unet_full_attention_l1_roi_attn_agate,24.681261490540145,[0.51843537],0.122715,22.733666083099692,0.024684276
file1000026.h5,12,unet_baseline_l1,25.737454684053066,[0.61678266],0.09611613,21.836801750669153,0.028273052
file1000026.h5,12,unet_cbam_l1_attn,26.4605352533209,[0.67389345],0.081374474,22.36589553272121,0.02503014
file1000026.h5,12,unet_roi_focus_l1_roi,25.539561496775324,[0.56370724],0.10059712,21.647649661525804,0.029531667
file1000026.h5,12,unet_attention_gates_l1_roi_agate,25.804030464184613,[0.5839507],0.094653934,22.37725440346663,0.024964763
file1000026.h5,12,unet_full_attention_l1_roi_attn_agate,25.123794524254933,[0.54102595],0.110703744,22.28546599622135,0.025498006
file1000026.h5,13,unet_baseline_l1,25.717558400420906,[0.58597638],0.096635096,21.385353515197284,0.021960013
file1000026.h5,13,unet_cbam_l1_attn,26.72358080419517,[0.67701957],0.076653615,21.836847596726955,0.0197917
file1000026.h5,13,unet_roi_focus_l1_roi,25.557165832543625,[0.5456153],0.10027072,20.669259812786724,0.025896551
file1000026.h5,13,unet_attention_gates_l1_roi_agate,25.887079334832567,[0.57809265],0.09293573,21.398528856780743,0.021893492
file1000026.h5,13,unet_full_attention_l1_roi_attn_agate,25.264442870341036,[0.53430922],0.107262135,21.42327547483948,0.021769095
file1000026.h5,14,unet_baseline_l1,25.517929098446235,[0.60173646],0.10120471,22.27041454862952,0.0220177
file1000026.h5,14,unet_cbam_l1_attn,26.591264981646823,[0.68795744],0.07904368,22.594646436772603,0.02043378
file1000026.h5,14,unet_roi_focus_l1_roi,25.49347528193829,[0.5682674],0.10177618,21.86782054132566,0.024156353
file1000026.h5,14,unet_attention_gates_l1_roi_agate,25.804822231422797,[0.60576347],0.09473519,22.578067456577525,0.020511935
file1000026.h5,14,unet_full_attention_l1_roi_attn_agate,25.08596444060885,[0.54923626],0.11178852,22.976077327397512,0.018715682
file1000026.h5,15,unet_baseline_l1,24.8816666659207,[0.60699664],0.1171566,24.02492454149186,0.054397855
file1000026.h5,15,unet_cbam_l1_attn,25.939073997267926,[0.66347371],0.09183876,25.123246677439166,0.042242497
file1000026.h5,15,unet_roi_focus_l1_roi,24.868969586223567,[0.57435587],0.11749962,23.9596653440713,0.05522144
file1000026.h5,15,unet_attention_gates_l1_roi_agate,25.35184220877172,[0.62766244],0.10513544,24.87305701004116,0.044747476
