filename,slice,model,psnr,ssim,nmse,psnr_roi,nmse_roi
file1000026.h5,15,unet_full_attention_l1_roi_attn_agate,24.635821612278836,[0.5711505],0.123979874,24.016374729124355,0.054505058
file1000026.h5,16,unet_baseline_l1,24.80740505477999,[0.65262473],0.119028874,22.77843398173211,0.045767363
file1000026.h5,16,unet_cbam_l1_attn,25.63680715304244,[0.65863669],0.09833589,24.94999060487498,0.027758773
file1000026.h5,16,unet_roi_focus_l1_roi,24.903807074360543,[0.62992967],0.11641586,23.590088834876536,0.037965618
file1000026.h5,16,unet_attention_gates_l1_roi_agate,25.402429771702927,[0.67496369],0.10378864,23.818582286217776,0.036019783
file1000026.h5,16,unet_full_attention_l1_roi_attn_agate,24.26994137901394,[0.57722085],0.13470963,23.494146320774615,0.038813666
file1000026.h5,17,unet_baseline_l1,24.84731211413986,[0.67934144],0.11797618,22.126521702812436,0.047759652
file1000026.h5,17,unet_cbam_l1_attn,25.947605674754996,[0.7190646],0.09157248,25.632410891399434,0.021304542
file1000026.h5,17,unet_roi_focus_l1_roi,24.984991237966657,[0.66548996],0.1142948,23.32688057457244,0.036226407
file1000026.h5,17,unet_attention_gates_l1_roi_agate,25.415334275104197,[0.69425487],0.10351234,23.723177819000224,0.03306705
file1000026.h5,17,unet_full_attention_l1_roi_attn_agate,24.32945310523027,[0.60939801],0.13291693,22.748098937858682,0.041390765
file1000026.h5,18,unet_baseline_l1,24.928250713922424,[0.69804275],0.11586962,24.87100334818553,0.03174369
file1000026.h5,18,unet_cbam_l1_attn,25.875726742601564,[0.72632301],0.09315839,25.996863657999448,0.024494661
file1000026.h5,18,unet_roi_focus_l1_roi,25.00852152058732,[0.68782083],0.11374766,23.594410024787095,0.042590894
file1000026.h5,18,unet_attention_gates_l1_roi_agate,25.543631136556243,[0.71824829],0.10056144,25.09666935148519,0.030136364
file1000026.h5,18,unet_full_attention_l1_roi_attn_agate,24.520414067823,[0.6417533],0.12727797,23.66446566618896,0.041909385
file1000026.h5,21,unet_baseline_l1,25.005764472120347,[0.63509062],0.11376974,23.56706561185365,0.02898884
file1000026.h5,21,unet_cbam_l1_attn,26.06771131880462,[0.68101844],0.089090645,23.5406451914209,0.029165735
file1000026.h5,21,unet_roi_focus_l1_roi,24.983683892746246,[0.60685259],0.11434963,22.3485483829031,0.03837802
file1000026.h5,21,unet_attention_gates_l1_roi_agate,25.540401632191163,[0.64611948],0.1005919,23.38618059012786,0.030221732
file1000026.h5,21,unet_full_attention_l1_roi_attn_agate,24.975527259152592,[0.62200014],0.11456461,22.69376202676564,0.03544551
file1000026.h5,22,unet_baseline_l1,25.073811094607525,[0.6771127],0.111947924,22.91891482700564,0.03817635
file1000026.h5,22,unet_cbam_l1_attn,25.919379757904824,[0.70173729],0.09214232,22.64928227714408,0.040621668
file1000026.h5,22,unet_roi_focus_l1_roi,25.196876308425416,[0.65362489],0.10882018,22.08822236791141,0.046223592
file1000026.h5,22,unet_attention_gates_l1_roi_agate,25.62213432144937,[0.68289846],0.09866967,23.185477599712726,0.035903614
file1000026.h5,22,unet_full_attention_l1_roi_attn_agate,24.977475196194217,[0.64576123],0.11445891,21.8991169087942,0.048280776
file1000026.h5,23,unet_baseline_l1,24.768603783350617,[0.6644414],0.1200825,20.740177590614444,0.08280904
file1000026.h5,23,unet_cbam_l1_attn,25.599650631328117,[0.67606018],0.09916879,24.0790948193102,0.038387157
file1000026.h5,23,unet_roi_focus_l1_roi,25.275142321350252,[0.66447499],0.106862634,22.61646481796085,0.053758726
file1000026.h5,23,unet_attention_gates_l1_roi_agate,25.576523632152895,[0.68457095],0.09969829,24.016840940581332,0.03894138
file1000026.h5,23,unet_full_attention_l1_roi_attn_agate,24.972746189171986,[0.65730765],0.114568576,23.361547039560875,0.04528358
file1000026.h5,25,unet_baseline_l1,24.65296325362951,[0.67548234],0.12334802,18.117459511158923,0.12559955
file1000026.h5,25,unet_cbam_l1_attn,25.27465392150937,[0.68888303],0.106896415,20.606751259439278,0.07080418
file1000026.h5,25,unet_roi_focus_l1_roi,25.03839462027763,[0.66859871],0.112872735,18.611685803402988,0.11208964
file1000026.h5,25,unet_attention_gates_l1_roi_agate,25.3232020708932,[0.69147825],0.105708115,21.110426690338258,0.06305091
file1000026.h5,25,unet_full_attention_l1_roi_attn_agate,24.883813342126395,[0.68464028],0.11696264,19.943481457384948,0.08248707
file1000026.h5,26,unet_baseline_l1,24.519021300827255,[0.70943723],0.121211134,19.26190020248727,0.10156346
file1000026.h5,26,unet_cbam_l1_attn,24.9400792263166,[0.70476696],0.11001117,22.036772506395806,0.053610556
file1000026.h5,26,unet_roi_focus_l1_roi,24.901041408604154,[0.70048054],0.1110045,19.43123764076535,0.09767958
file1000026.h5,26,unet_attention_gates_l1_roi_agate,25.29043951631699,[0.73296884],0.101484746,21.241631562384974,0.064381994
file1000026.h5,26,unet_full_attention_l1_roi_attn_agate,24.66779324721733,[0.71167268],0.11712925,20.77932647408868,0.0716135
file1000026.h5,27,unet_baseline_l1,24.039060362450485,[0.71815846],0.1191719,19.620443166588316,0.18996078
file1000026.h5,27,unet_cbam_l1_attn,24.43355348458708,[0.71582123],0.10882397,21.406204050595605,0.12591802
file1000026.h5,27,unet_roi_focus_l1_roi,24.270051986663702,[0.71474613],0.11299903,19.44915064464844,0.19760285
file1000026.h5,27,unet_attention_gates_l1_roi_agate,24.753283092504592,[0.73894434],0.101100095,21.25761865764926,0.13030061
file1000026.h5,27,unet_full_attention_l1_roi_attn_agate,23.92884504770286,[0.71054281],0.12223495,19.973411501428544,0.17513262
file1000031.h5,11,unet_baseline_l1,24.062577353460803,[0.79614759],0.051711295,30.97152066201677,0.014446883
file1000031.h5,11,unet_cbam_l1_attn,24.574707777145047,[0.82521391],0.045959204,32.69585573209468,0.009712716
file1000031.h5,11,unet_roi_focus_l1_roi,24.290539280437713,[0.81472512],0.049066972,32.172168690118525,0.010957447
file1000031.h5,11,unet_attention_gates_l1_roi_agate,24.34751892513914,[0.79448549],0.04842742,34.73039143844287,0.0060797688
file1000031.h5,11,unet_full_attention_l1_roi_attn_agate,22.58779850199229,[0.7155377],0.07262119,32.46173294424827,0.010250687
file1000031.h5,12,unet_baseline_l1,23.906315280518953,[0.81207137],0.044540424,27.26977637588035,0.029871952
file1000031.h5,12,unet_cbam_l1_attn,23.922913524522542,[0.81251556],0.044370525,27.595282138550537,0.027714882
file1000031.h5,12,unet_roi_focus_l1_roi,24.13078710171355,[0.81845181],0.04229677,25.808337660376395,0.04182226
file1000031.h5,12,unet_attention_gates_l1_roi_agate,24.12594182296405,[0.8112691],0.042343985,27.72184826821867,0.026918845
file1000031.h5,12,unet_full_attention_l1_roi_attn_agate,22.507976963474295,[0.7551579],0.06145938,26.497973885673645,0.035681564
file1000031.h5,13,unet_baseline_l1,23.685066431356944,[0.80666203],0.04907474,27.941578461731368,0.026206328
file1000031.h5,13,unet_cbam_l1_attn,23.372927137483792,[0.79607474],0.052731715,28.32496307971697,0.02399207
file1000031.h5,13,unet_roi_focus_l1_roi,23.657776194792856,[0.80172934],0.049384072,26.72700170395729,0.03466282
file1000031.h5,13,unet_attention_gates_l1_roi_agate,23.930507592463975,[0.80412623],0.046378195,28.57989631894146,0.022624262
file1000031.h5,13,unet_full_attention_l1_roi_attn_agate,22.037214872999872,[0.74193642],0.071720466,27.291868229248802,0.030435277
file1000031.h5,14,unet_baseline_l1,23.531335534609426,[0.80182997],0.057382666,26.55120217322033,0.032102536
file1000031.h5,14,unet_cbam_l1_attn,23.18908739185863,[0.78622085],0.062087692,26.742086392468813,0.030722104
file1000031.h5,14,unet_roi_focus_l1_roi,23.808877982173154,[0.79323587],0.053830255,25.21187574491381,0.043699052
file1000031.h5,14,unet_attention_gates_l1_roi_agate,23.995367830152897,[0.79607063],0.051567666,26.299678878253907,0.03401666
file1000031.h5,14,unet_full_attention_l1_roi_attn_agate,22.90174301492099,[0.76188337],0.06633458,25.928037977900964,0.037055764
file1000031.h5,15,unet_baseline_l1,22.87388291132772,[0.8090791],0.052636415,27.524854909887964,0.02192582
file1000031.h5,15,unet_cbam_l1_attn,22.970569425273467,[0.79807065],0.05147753,26.85272931023674,0.025595788
file1000031.h5,15,unet_roi_focus_l1_roi,23.056270208074267,[0.79436089],0.050471663,26.85250376925802,0.025597116
file1000031.h5,15,unet_attention_gates_l1_roi_agate,23.20871917645278,[0.80216759],0.048730705,28.237896603155278,0.01860594
file1000031.h5,15,unet_full_attention_l1_roi_attn_agate,21.987503578120595,[0.75934226],0.06455416,27.253985814586255,0.023336882
file1000031.h5,16,unet_baseline_l1,23.377936279354522,[0.81415062],0.05260048,31.806128038140766,0.034704834
file1000031.h5,16,unet_cbam_l1_attn,23.58177740997283,[0.81175948],0.050188657,30.298111852968695,0.049112447
file1000031.h5,16,unet_roi_focus_l1_roi,23.340800950511017,[0.80223481],0.053052183,29.585359341122516,0.057871785
file1000031.h5,16,unet_attention_gates_l1_roi_agate,23.577551717739436,[0.80282523],0.050237507,31.349593521307455,0.03855169
file1000031.h5,16,unet_full_attention_l1_roi_attn_agate,22.70910522761707,[0.76365628],0.06135822,30.481883975786424,0.047077604
file1000031.h5,23,unet_baseline_l1,25.993313217289675,[0.84788386],0.052929517,33.0146615875774,0.021790596
file1000031.h5,23,unet_cbam_l1_attn,26.349903215976433,[0.83836904],0.04875721,31.256691097310938,0.032663755
file1000031.h5,23,unet_roi_focus_l1_roi,25.77420530993631,[0.83841609],0.05566839,32.819033954958094,0.022794595
file1000031.h5,23,unet_attention_gates_l1_roi_agate,26.146142369975742,[0.83800435],0.051099304,31.726396788001257,0.029315384
file1000031.h5,23,unet_full_attention_l1_roi_attn_agate,25.93379196897218,[0.80760366],0.053659916,29.580008691726146,0.04805454
file1000031.h5,24,unet_baseline_l1,26.30689249595993,[0.83995029],0.05065214,33.42157812561768,0.022803692
file1000031.h5,24,unet_cbam_l1_attn,26.72404605935472,[0.84015305],0.046013206,32.159731958635255,0.030492267
file1000031.h5,24,unet_roi_focus_l1_roi,26.05684491606864,[0.83014981],0.053654052,30.930848245169788,0.040464874
file1000031.h5,24,unet_attention_gates_l1_roi_agate,26.444006718391858,[0.83189468],0.04907795,32.01729167898825,0.03150894
file1000031.h5,24,unet_full_attention_l1_roi_attn_agate,26.203313357811496,[0.80615668],0.051874705,29.654266800666665,0.05429206
file1000031.h5,25,unet_baseline_l1,25.46870811723975,[0.84907779],0.050833616,27.469569576818166,0.067137025
file1000031.h5,25,unet_cbam_l1_attn,25.749981581228553,[0.84683487],0.04764569,29.17761972357221,0.04530614
file1000031.h5,25,unet_roi_focus_l1_roi,25.331438081404563,[0.84664861],0.05246601,26.670192075988908,0.0807049
file1000031.h5,25,unet_attention_gates_l1_roi_agate,25.942514863025984,[0.84611787],0.04557959,25.485063964495662,0.106026076
file1000031.h5,25,unet_full_attention_l1_roi_attn_agate,25.895696728905435,[0.8233191],0.046073604,26.89009891669651,0.0767201
file1000031.h5,26,unet_baseline_l1,24.41569536692175,[0.84217635],0.051056646,26.3583068010267,0.057686325
file1000031.h5,26,unet_cbam_l1_attn,24.79396369746307,[0.84280792],0.04679781,27.50536931977838,0.04429621
file1000031.h5,26,unet_roi_focus_l1_roi,24.47781330417044,[0.83094081],0.050331578,24.91227816519949,0.08047774
file1000031.h5,26,unet_attention_gates_l1_roi_agate,25.073467950457736,[0.84113628],0.04388085,23.85398843223708,0.102684446
file1000031.h5,26,unet_full_attention_l1_roi_attn_agate,24.97146485925753,[0.81594199],0.044923693,24.973265563507184,0.07935549
file1000041.h5,24,unet_baseline_l1,26.80230304008827,[0.82637378],0.039223596,34.23006134994831,0.0075541344
file1000041.h5,24,unet_cbam_l1_attn,27.604711109264937,[0.84624914],0.032606684,34.475524639716,0.0071390155
file1000041.h5,24,unet_roi_focus_l1_roi,26.070069928944434,[0.82157718],0.04642701,37.78296990957735,0.0033334491
file1000041.h5,24,unet_attention_gates_l1_roi_agate,26.68345574089459,[0.83628971],0.040311795,35.7680048450326,0.0053013964
file1000041.h5,24,unet_full_attention_l1_roi_attn_agate,27.891456280939998,[0.82846759],0.030523341,34.81952450014963,0.0065953573
file1000041.h5,25,unet_baseline_l1,26.90378420170326,[0.82371231],0.03913044,35.87609733529435,0.0045228316
file1000041.h5,25,unet_cbam_l1_attn,27.54939235251074,[0.83617328],0.03372515,35.9448897842067,0.004451755
file1000041.h5,25,unet_roi_focus_l1_roi,26.183171152713484,[0.81798725],0.04619299,37.420295072584395,0.0031695
file1000041.h5,25,unet_attention_gates_l1_roi_agate,27.005518650650018,[0.83566995],0.038224455,36.60655691355133,0.0038226498
file1000041.h5,25,unet_full_attention_l1_roi_attn_agate,27.96401741000136,[0.83229916],0.0306543,35.48060527947737,0.0049540414
file1000041.h5,26,unet_baseline_l1,26.82139322674585,[0.82325072],0.036429327,36.44591164666072,0.0063772663
file1000041.h5,26,unet_cbam_l1_attn,27.45927906356132,[0.83392246],0.031453036,35.131992809521094,0.008630309
file1000041.h5,26,unet_roi_focus_l1_roi,25.820516760791886,[0.80858483],0.04587106,35.52786719697289,0.007878416
file1000041.h5,26,unet_attention_gates_l1_roi_agate,26.8205015621808,[0.83045625],0.036436804,36.94027402750948,0.0056911274
file1000041.h5,26,unet_full_attention_l1_roi_attn_agate,27.641019090683447,[0.83336129],0.030163968,36.58407559769235,0.006177576
file1000041.h5,27,unet_baseline_l1,25.829972588473407,[0.81636105],0.03973578,36.31062120974606,0.004910354
file1000041.h5,27,unet_cbam_l1_attn,26.30795954260613,[0.82688911],0.035594516,36.79934143875261,0.0043877396
file1000041.h5,27,unet_roi_focus_l1_roi,24.93637877361118,[0.80774961],0.048813626,35.645264431201944,0.0057233255
file1000041.h5,27,unet_attention_gates_l1_roi_agate,25.827439983024906,[0.82382876],0.039758954,35.931479015917944,0.0053583
file1000041.h5,27,unet_full_attention_l1_roi_attn_agate,26.657743618541353,[0.82212416],0.032840114,36.34914467308186,0.00486699
file1000041.h5,28,unet_baseline_l1,25.692705386921666,[0.81288348],0.04493646,39.01517666802357,0.0025229112
file1000041.h5,28,unet_cbam_l1_attn,26.239683229058464,[0.82577415],0.039618783,38.37796944575994,0.0029216127
file1000041.h5,28,unet_roi_focus_l1_roi,24.844340747485433,[0.79997325],0.05463051,39.80964874424246,0.002101139
file1000041.h5,28,unet_attention_gates_l1_roi_agate,25.84058260278288,[0.8223263],0.043432124,39.828928484134764,0.002091832
file1000041.h5,28,unet_full_attention_l1_roi_attn_agate,26.799616376381824,[0.82398483],0.034826342,38.78145216343876,0.0026624068
file1000041.h5,29,unet_baseline_l1,25.112477058112436,[0.81888367],0.054205667,39.69907491537055,0.002679143
file1000041.h5,29,unet_cbam_l1_attn,25.532735904912798,[0.82436994],0.049206074,40.563921765074284,0.002195388
file1000041.h5,29,unet_roi_focus_l1_roi,24.54159397510181,[0.80764174],0.06182057,39.38708873772497,0.0028786878
file1000041.h5,29,unet_attention_gates_l1_roi_agate,25.706656165402165,[0.82542801],0.047274474,40.06495543609206,0.0024626793
file1000041.h5,29,unet_full_attention_l1_roi_attn_agate,26.73172984931867,[0.83160615],0.037335284,40.894176718188206,0.0020346313
file1000052.h5,12,unet_baseline_l1,31.50280030187662,[0.80966301],0.025507223,35.022310206558195,0.039783534
file1000052.h5,12,unet_cbam_l1_attn,32.599360446502196,[0.80690682],0.019815592,36.73545904833618,0.026815658
file1000052.h5,12,unet_roi_focus_l1_roi,31.111724908776893,[0.80924554],0.027910693,33.06103328403124,0.062492948
file1000052.h5,12,unet_attention_gates_l1_roi_agate,31.955788132257084,[0.82719019],0.022980753,35.400564491504134,0.036465142
file1000052.h5,12,unet_full_attention_l1_roi_attn_agate,32.5078508469417,[0.79701304],0.020237554,35.38083842214259,0.03663115
file1000052.h5,13,unet_baseline_l1,31.873418566598808,[0.81810232],0.023417778,35.46563343066414,0.04861216
file1000052.h5,13,unet_cbam_l1_attn,32.523052626315916,[0.81876197],0.020164263,35.92370242770692,0.04374596
file1000052.h5,13,unet_roi_focus_l1_roi,31.52761673671008,[0.81713063],0.025358636,34.817772413516956,0.05643272
file1000052.h5,13,unet_attention_gates_l1_roi_agate,32.23002728487317,[0.8353434],0.021571722,35.933981084282436,0.043642554
file1000052.h5,13,unet_full_attention_l1_roi_attn_agate,33.43366895424978,[0.8350424],0.016350113,35.642855052337936,0.046668373
file1000052.h5,14,unet_baseline_l1,31.84389265202302,[0.82109115],0.023742106,32.330760839097465,0.11352844
file1000052.h5,14,unet_cbam_l1_attn,32.5066218245943,[0.83082217],0.020381974,34.598881851519565,0.06734302
file1000052.h5,14,unet_roi_focus_l1_roi,31.30256757124094,[0.81901879],0.026893772,31.035328873110963,0.15298465
file1000052.h5,14,unet_attention_gates_l1_roi_agate,32.050862457288275,[0.83426067],0.022637177,32.3752050133029,0.11237255
file1000052.h5,14,unet_full_attention_l1_roi_attn_agate,33.71782112689279,[0.83001981],0.015421493,34.61322145833429,0.067121044
file1000052.h5,15,unet_baseline_l1,31.888711699304988,[0.8359281],0.023673642,31.28256911384476,0.19752584
file1000052.h5,15,unet_cbam_l1_attn,32.62039630019308,[0.84196981],0.02000307,33.84955396394963,0.10937685
file1000052.h5,15,unet_roi_focus_l1_roi,31.202962227626486,[0.83417291],0.027722986,29.528337638051497,0.29583326
file1000052.h5,15,unet_attention_gates_l1_roi_agate,31.933711466971673,[0.84645462],0.023429615,31.777423692865806,0.17625377
file1000052.h5,15,unet_full_attention_l1_roi_attn_agate,33.727378440977695,[0.85397064],0.015502383,33.65860648178878,0.11429315
file1000052.h5,16,unet_baseline_l1,31.850699995866442,[0.84071719],0.023679553,31.328639051222652,0.16627896
file1000052.h5,16,unet_cbam_l1_attn,32.484129573591865,[0.83836305],0.020465884,33.75369093681965,0.09513319
file1000052.h5,16,unet_roi_focus_l1_roi,30.79774037386045,[0.82635291],0.030176539,28.599744184725417,0.3116928
file1000052.h5,16,unet_attention_gates_l1_roi_agate,31.73622799275813,[0.84543312],0.024312,31.705223056485625,0.15246807
file1000052.h5,16,unet_full_attention_l1_roi_attn_agate,33.45481984306051,[0.85065268],0.016366713,34.07869920764838,0.08827369
file1000052.h5,17,unet_baseline_l1,31.535865848174822,[0.83869503],0.025300322,29.71672271455651,0.18969247
file1000052.h5,17,unet_cbam_l1_attn,32.29663386061575,[0.84228698],0.021234855,31.834111715773368,0.11649605
file1000052.h5,17,unet_roi_focus_l1_roi,30.40446191075787,[0.82898495],0.03282967,26.942844581474187,0.35928404
file1000052.h5,17,unet_attention_gates_l1_roi_agate,31.267371405066044,[0.8427032],0.026913831,29.54791677868647,0.19721077
file1000052.h5,17,unet_full_attention_l1_roi_attn_agate,32.72715177421719,[0.84565775],0.019230807,32.31847012968286,0.10420184
file1000052.h5,18,unet_baseline_l1,30.840168823789536,[0.84338375],0.02970221,29.002070867093263,0.17488246
file1000052.h5,18,unet_cbam_l1_attn,31.851096052398347,[0.85117764],0.023534017,31.065704422583543,0.1087384
file1000052.h5,18,unet_roi_focus_l1_roi,29.796710537631576,[0.83474242],0.03776893,26.554947327140873,0.30722648
file1000052.h5,18,unet_attention_gates_l1_roi_agate,30.943976348168846,[0.84675394],0.029000673,29.119455301464207,0.17021888
file1000052.h5,18,unet_full_attention_l1_roi_attn_agate,32.7358125472236,[0.85983262],0.019196605,32.46089143407603,0.07886135
file1000052.h5,19,unet_baseline_l1,30.30174080066702,[0.83679381],0.033685837,28.301904237208465,0.17233361
file1000052.h5,19,unet_cbam_l1_attn,31.321545160848054,[0.8473241],0.026635867,30.48338903529659,0.10428491
file1000052.h5,19,unet_roi_focus_l1_roi,29.326476423010877,[0.8238094],0.042167105,26.07533843067445,0.28775746
file1000052.h5,19,unet_attention_gates_l1_roi_agate,30.54297571826863,[0.84219164],0.031865727,28.846308326686035,0.15203008
file1000052.h5,19,unet_full_attention_l1_roi_attn_agate,32.197179818801025,[0.84232264],0.021772254,31.618692427339354,0.08029548
file1000052.h5,20,unet_baseline_l1,29.82123367466584,[0.83173514],0.037691902,28.16551851198089,0.16709565
file1000052.h5,20,unet_cbam_l1_attn,30.952981628887105,[0.85019031],0.029045124,30.727313205902057,0.09263725
file1000052.h5,20,unet_roi_focus_l1_roi,29.02740852347925,[0.81806903],0.04525124,26.18673613010486,0.26353812
file1000052.h5,20,unet_attention_gates_l1_roi_agate,30.123707394592813,[0.83654923],0.035156097,28.722957445877935,0.14696749
file1000052.h5,20,unet_full_attention_l1_roi_attn_agate,31.569889915568993,[0.84195804],0.025198946,30.84586199433278,0.09014274
